Age;Attrition;BusinessVoyage;Tarif_ journalier;Departement;Distance_travail;Formation;Formation-detail;Matricule;Satisfaction_environnement;Genre;tarif_horaire;Investissement_travail;Niveau_managerial;Poste;Satisfaction_travail;Statut_marital;Salaire_mensuel;tarif-mensuel;Nb_entreprises_travaillees;Heures_sup;%_augmentation_salariale;Note_performance;Satisfaction_relations;Contrat_horaire;Annees_dans_vie_pro;Formation_annee_precedente;Equilibre_vie_pro_perso;annee_anciennete;annee_poste_actuel;annees_depuis_promotion;annee_avec_manager_actuel
41;Non;Voyage_fréquemment;857;R&D;10;3;Sciences;199;4;Homme;91;2;4;Manager;1;Divorcé;17181;12888;4;No;13;3;2;80;21;2;2;7;6;7;7
41;Non;Voyage_rarement;933;R&D;9;4;Sciences;200;3;Homme;94;3;1;Laboratory Technician;1;Marié;2238;6961;2;No;21;4;4;80;7;2;3;5;0;1;4
19;Non;Voyage_rarement;1181;R&D;3;1;Medecine;201;2;Femme;79;3;1;Laboratory Technician;2;célibataire;1483;16102;1;No;14;3;4;80;1;3;3;1;0;0;0
40;Non;Voyage_fréquemment;1395;R&D;26;3;Medecine;202;2;Femme;54;3;2;Research Scientist;2;Divorcé;5605;8504;1;No;11;3;1;80;20;2;3;20;7;2;13
35;Non;Voyage_rarement;662;Ventes;1;5;Marketing;204;3;Homme;94;3;3;Sales Executive;2;Marié;7295;11439;1;No;13;3;1;80;10;3;3;10;8;0;6
53;Non;Voyage_rarement;1436;Ventes;6;2;Marketing;205;2;Homme;34;3;2;Sales Representative;3;Marié;2306;16047;2;Yes;20;4;4;80;13;3;1;7;7;4;5
45;Non;Voyage_rarement;194;R&D;9;3;Sciences;206;2;Homme;60;3;2;Laboratory Technician;2;Divorcé;2348;10901;8;No;18;3;3;80;20;2;1;17;9;0;15
32;Non;Voyage_fréquemment;967;Ventes;8;3;Marketing;207;2;Femme;43;3;3;Sales Executive;4;célibataire;8998;15589;1;No;14;3;4;80;9;2;3;9;8;3;7
29;Non;Voyage-pas;1496;R&D;1;1;Diplome technique;208;4;Homme;41;3;2;Manufacturing Director;3;Marié;4319;26283;1;No;13;3;1;80;10;1;3;10;7;0;9
51;Non;Voyage_rarement;1169;R&D;7;4;Medecine;211;2;Homme;34;2;2;Manufacturing Director;3;Marié;6132;13983;2;No;17;3;3;80;10;2;3;1;0;0;0
58;Non;Voyage_rarement;1145;R&D;9;3;Medecine;214;2;Femme;75;2;1;Research Scientist;2;Marié;3346;11873;4;Yes;20;4;2;80;9;3;2;1;0;0;0
40;Non;Voyage_rarement;630;Ventes;4;4;Marketing;215;3;Homme;67;2;3;Sales Executive;4;Marié;10855;8552;7;No;11;3;1;80;15;2;2;12;11;2;11
34;Non;Voyage_fréquemment;303;Ventes;2;4;Marketing;216;3;Femme;75;3;1;Sales Representative;3;Marié;2231;11314;6;No;18;3;4;80;6;3;3;4;3;1;2
22;Non;Voyage_rarement;1256;R&D;19;1;Medecine;217;3;Homme;80;3;1;Research Scientist;4;Marié;2323;11992;1;No;24;4;1;80;2;6;3;2;2;2;2
27;Non;Voyage-pas;691;R&D;9;3;Medecine;218;4;Homme;57;3;1;Research Scientist;2;Divorcé;2024;5970;6;No;18;3;4;80;6;1;1;2;2;2;2
28;Non;Voyage_rarement;440;R&D;21;3;Medecine;221;3;Homme;42;3;1;Research Scientist;4;Marié;2713;6672;1;No;11;3;3;80;5;2;1;5;2;0;2
57;Non;Voyage_rarement;334;R&D;24;2;Sciences;223;3;Homme;83;4;3;Healthcare Representative;4;Divorcé;9439;23402;3;Yes;16;3;2;80;12;2;1;5;3;1;4
27;Non;Voyage-pas;1450;R&D;3;3;Medecine;224;3;Homme;79;2;1;Research Scientist;3;Divorcé;2566;25326;1;Yes;15;3;4;80;1;2;2;1;1;0;1
50;Non;Voyage_rarement;1452;R&D;11;3;Sciences;226;3;Femme;53;3;5;Manager;2;célibataire;19926;17053;3;No;15;3;2;80;21;5;3;5;4;4;4
41;Non;Voyage_rarement;465;R&D;14;3;Sciences;227;1;Homme;56;3;1;Research Scientist;3;Divorcé;2451;4609;4;No;12;3;1;80;13;2;3;9;8;1;8
30;Non;Voyage_rarement;1339;Ventes;5;3;Sciences;228;2;Femme;41;3;3;Sales Executive;4;Marié;9419;8053;2;No;12;3;3;80;12;2;3;10;9;7;4
38;Non;Voyage_rarement;702;Ventes;1;4;Sciences;230;1;Femme;59;2;2;Sales Executive;4;célibataire;8686;12930;4;No;22;4;3;80;12;2;4;8;3;0;7
32;Non;Voyage_rarement;120;R&D;6;5;Sciences;231;3;Homme;43;3;1;Research Scientist;3;célibataire;3038;12430;3;No;20;4;1;80;8;2;3;5;4;1;4
27;Non;Voyage_rarement;1157;R&D;17;3;Diplome technique;233;3;Homme;51;3;1;Research Scientist;2;Marié;3058;13364;0;Yes;16;3;4;80;6;3;2;5;2;1;1
19;Oui;Voyage_fréquemment;602;Ventes;1;1;Diplome technique;235;3;Femme;100;1;1;Sales Representative;1;célibataire;2325;20989;0;No;21;4;1;80;1;5;4;0;0;0;0
36;Non;Voyage_fréquemment;1480;R&D;3;2;Medecine;238;4;Homme;30;3;1;Laboratory Technician;2;célibataire;2088;15062;4;No;12;3;3;80;13;3;2;8;7;7;2
30;Non;Voyage-pas;111;R&D;9;3;Medecine;239;3;Homme;66;3;2;Laboratory Technician;1;Divorcé;3072;11012;1;No;11;3;3;80;12;4;3;12;9;6;10
45;Non;Voyage_rarement;1268;Ventes;4;2;Sciences;240;3;Femme;30;3;2;Sales Executive;1;Divorcé;5006;6319;4;Yes;11;3;1;80;9;3;4;5;4;0;3
56;Non;Voyage_rarement;713;R&D;8;3;Sciences;241;3;Femme;67;3;1;Research Scientist;1;Divorcé;4257;13939;4;Yes;18;3;3;80;19;3;3;2;2;2;2
33;Non;Voyage_rarement;134;R&D;2;3;Sciences;242;3;Homme;90;3;1;Research Scientist;4;célibataire;2500;10515;0;No;14;3;1;80;4;2;4;3;1;0;2
19;Oui;Voyage_rarement;303;R&D;2;3;Sciences;243;2;Homme;47;2;1;Laboratory Technician;4;célibataire;1102;9241;1;No;22;4;3;80;1;3;2;1;0;1;0
46;Non;Voyage_rarement;526;Ventes;1;2;Marketing;244;2;Femme;92;3;3;Sales Executive;1;Divorcé;10453;2137;1;No;25;4;3;80;24;2;3;24;13;15;7
38;Non;Voyage_rarement;1380;R&D;9;2;Sciences;245;3;Femme;75;3;1;Laboratory Technician;4;célibataire;2288;6319;1;No;12;3;3;80;2;3;3;2;2;2;1
31;Non;Voyage_rarement;140;R&D;12;1;Medecine;246;3;Femme;95;3;1;Research Scientist;4;Marié;3929;6984;8;Yes;23;4;3;80;7;0;3;4;2;0;2
34;Non;Voyage_rarement;629;R&D;27;2;Medecine;247;4;Femme;95;3;1;Research Scientist;2;célibataire;2311;5711;2;No;15;3;4;80;9;3;3;3;2;1;2
41;Oui;Voyage_rarement;1356;Ventes;20;2;Marketing;248;2;Femme;70;3;1;Sales Representative;2;célibataire;3140;21728;1;Yes;22;4;4;80;4;5;2;4;3;0;2
50;Non;Voyage_rarement;328;R&D;1;3;Medecine;249;3;Homme;86;2;1;Laboratory Technician;3;Marié;3690;3425;2;No;15;3;4;80;5;2;2;3;2;0;2
53;Non;Voyage_rarement;1084;R&D;13;2;Medecine;250;4;Femme;57;4;2;Manufacturing Director;1;Divorcé;4450;26250;1;No;11;3;3;80;5;3;3;4;2;1;3
33;Non;Voyage_rarement;931;R&D;14;3;Medecine;252;4;Femme;72;3;1;Research Scientist;2;Marié;2756;4673;1;No;13;3;4;80;8;5;3;8;7;1;6
40;Non;Voyage_rarement;989;R&D;4;1;Medecine;253;4;Femme;46;3;5;Manager;3;Marié;19033;6499;1;No;14;3;2;80;21;2;3;20;8;9;9
55;Non;Voyage_rarement;692;R&D;14;4;Medecine;254;3;Homme;61;4;5;Research Director;2;célibataire;18722;13339;8;No;11;3;4;80;36;3;3;24;15;2;15
34;Non;Voyage_fréquemment;1069;R&D;2;1;Sciences;256;4;Homme;45;2;2;Manufacturing Director;3;Marié;9547;14074;1;No;17;3;3;80;10;2;2;10;9;1;9
51;Non;Voyage_rarement;313;R&D;3;3;Medecine;258;4;Femme;98;3;4;Healthcare Representative;2;célibataire;13734;7192;3;No;18;3;3;80;21;6;3;7;7;1;0
52;Non;Voyage_rarement;699;R&D;1;4;Sciences;259;3;Homme;65;2;5;Manager;3;Marié;19999;5678;0;No;14;3;1;80;34;5;3;33;18;11;9
27;Non;Voyage_rarement;894;R&D;9;3;Medecine;260;4;Femme;99;3;1;Research Scientist;2;célibataire;2279;11781;1;No;16;3;4;80;7;2;2;7;7;0;3
35;Oui;Voyage_rarement;556;R&D;23;2;Sciences;261;2;Homme;50;2;2;Manufacturing Director;3;Marié;5916;15497;3;Yes;13;3;1;80;8;1;3;1;0;0;1
43;Non;Voyage-pas;1344;R&D;7;3;Medecine;262;4;Homme;37;4;1;Research Scientist;4;Divorcé;2089;5228;4;No;14;3;4;80;7;3;4;5;4;2;2
45;Non;Voyage-pas;1195;R&D;2;2;Medecine;264;1;Homme;65;2;4;Manager;4;Marié;16792;20462;9;No;23;4;4;80;22;1;3;20;8;11;8
37;Non;Voyage_rarement;290;R&D;21;3;Sciences;267;2;Homme;65;4;1;Research Scientist;1;Marié;3564;22977;1;Yes;12;3;1;80;8;3;2;8;7;1;7
35;Non;Voyage_fréquemment;138;R&D;2;3;Medecine;269;2;Femme;37;3;2;Laboratory Technician;2;célibataire;4425;15986;5;No;11;3;4;80;10;5;3;6;2;1;2
42;Non;Voyage-pas;926;R&D;21;2;Medecine;270;3;Femme;36;3;2;Manufacturing Director;3;Divorcé;5265;16439;2;No;16;3;2;80;11;5;3;5;3;0;2
38;Non;Voyage_rarement;1261;R&D;2;4;Sciences;271;4;Homme;88;3;2;Manufacturing Director;3;Marié;6553;7259;9;No;14;3;2;80;14;3;3;1;0;0;0
38;Non;Voyage_rarement;1084;R&D;29;3;Diplome technique;273;4;Homme;54;3;2;Manufacturing Director;4;Marié;6261;4185;3;No;18;3;1;80;9;3;1;7;7;1;7
27;Non;Voyage_fréquemment;472;R&D;1;1;Diplome technique;274;3;Homme;60;2;2;Manufacturing Director;1;Marié;4298;9679;5;No;19;3;3;80;6;1;3;2;2;2;0
49;Non;Voyage-pas;1002;R&D;18;4;Sciences;275;4;Homme;92;3;2;Manufacturing Director;4;Divorcé;6804;23793;1;Yes;15;3;1;80;7;0;3;7;7;1;7
34;Non;Voyage_fréquemment;878;R&D;10;4;Medecine;277;4;Homme;43;3;1;Research Scientist;3;Divorcé;3815;5972;1;Yes;17;3;4;80;5;4;4;5;3;2;0
40;Non;Voyage_rarement;905;R&D;19;2;Medecine;281;3;Homme;99;3;2;Laboratory Technician;4;Marié;2741;16523;8;Yes;15;3;3;80;15;2;4;7;2;3;7
38;Oui;Voyage_rarement;1180;R&D;29;1;Medecine;282;2;Homme;70;3;2;Healthcare Representative;1;Marié;6673;11354;7;Yes;19;3;2;80;17;2;3;1;0;0;0
29;Oui;Voyage_rarement;121;Ventes;27;3;Marketing;283;2;Femme;35;3;3;Sales Executive;4;Marié;7639;24525;1;No;22;4;4;80;10;3;2;10;4;1;9
22;Non;Voyage_rarement;1136;R&D;5;3;Sciences;284;4;Homme;60;4;1;Research Scientist;2;Divorcé;2328;12392;1;Yes;16;3;1;80;4;2;2;4;2;2;2
36;Non;Voyage_fréquemment;635;R&D;18;1;Medecine;286;2;Femme;73;3;1;Laboratory Technician;4;célibataire;2153;7703;1;No;13;3;1;80;8;2;3;8;1;1;7
40;Non;Voyage-pas;1151;R&D;9;5;Sciences;287;4;Homme;63;2;2;Healthcare Representative;4;Marié;4876;14242;9;No;14;3;4;80;5;5;1;3;2;0;2
46;Non;Voyage_rarement;644;R&D;1;4;Medecine;288;4;Homme;97;3;3;Healthcare Representative;1;Divorcé;9396;12368;7;No;16;3;3;80;17;3;3;4;2;0;3
32;Oui;Voyage_rarement;1045;Ventes;4;4;Medecine;291;4;Homme;32;1;3;Sales Executive;4;Marié;10400;25812;1;No;11;3;3;80;14;2;2;14;8;9;8
30;Non;Voyage-pas;829;R&D;1;1;Sciences;292;3;Homme;88;2;3;Manufacturing Director;3;célibataire;8474;20925;1;No;22;4;3;80;12;2;3;11;8;5;8
27;Non;Voyage_fréquemment;1242;Ventes;20;3;Sciences;293;4;Femme;90;3;2;Sales Executive;3;célibataire;9981;12916;1;No;14;3;4;80;7;2;3;7;7;0;7
51;Non;Voyage_rarement;1469;R&D;8;4;Sciences;296;2;Homme;81;2;3;Research Director;2;Marié;12490;15736;5;No;16;3;4;80;16;5;1;10;9;4;7
30;Oui;Voyage_rarement;1005;R&D;3;3;Diplome technique;297;4;Femme;88;3;1;Research Scientist;1;célibataire;2657;8556;5;Yes;11;3;3;80;8;5;3;5;2;0;4
41;Non;Voyage_rarement;896;Ventes;6;3;Sciences;298;4;Femme;75;3;3;Manager;4;célibataire;13591;14674;3;Yes;18;3;3;80;16;3;3;1;0;0;0
30;Oui;Voyage_fréquemment;334;Ventes;26;4;Marketing;299;3;Femme;52;2;2;Sales Executive;1;célibataire;6696;22967;5;No;15;3;3;80;9;5;2;6;3;0;1
29;Oui;Voyage_rarement;992;R&D;1;3;Diplome technique;300;3;Homme;85;3;1;Research Scientist;3;célibataire;2058;19757;0;No;14;3;4;80;7;1;2;6;2;1;5
45;Non;Voyage-pas;1052;Ventes;6;3;Medecine;302;4;Femme;57;2;3;Sales Executive;4;célibataire;8865;16840;6;No;12;3;4;80;23;2;3;19;7;12;8
54;Non;Voyage_rarement;1147;Ventes;3;3;Marketing;303;4;Femme;52;3;2;Sales Executive;1;Marié;5940;17011;2;No;14;3;4;80;16;4;3;6;2;0;5
36;Non;Voyage_rarement;1396;R&D;5;2;Sciences;304;4;Homme;62;3;2;Laboratory Technician;2;célibataire;5914;9945;8;No;16;3;4;80;16;3;4;13;11;3;7
33;Non;Voyage_rarement;147;R&D;4;4;Medecine;305;3;Femme;47;2;1;Research Scientist;2;Marié;2622;13248;6;No;21;4;4;80;7;3;3;3;2;1;1
37;Non;Voyage_fréquemment;663;R&D;11;3;Autres;306;2;Homme;47;3;3;Research Director;4;Divorcé;12185;10056;1;Yes;14;3;3;80;10;1;3;10;8;0;7
38;Non;Voyage_rarement;119;Ventes;3;3;Sciences;307;1;Homme;76;3;3;Sales Executive;3;Divorcé;10609;9647;0;No;12;3;3;80;17;6;2;16;10;5;13
31;Non;Voyage-pas;979;R&D;1;4;Medecine;308;3;Homme;90;1;2;Manufacturing Director;3;Marié;4345;4381;0;No;12;3;4;80;6;2;3;5;4;1;4
59;Non;Voyage_rarement;142;R&D;3;3;Sciences;309;3;Homme;70;2;1;Research Scientist;4;Marié;2177;8456;3;No;17;3;1;80;7;6;3;1;0;0;0
37;Non;Voyage_fréquemment;319;Ventes;4;4;Marketing;311;1;Homme;41;3;1;Sales Representative;4;Divorcé;2793;2539;4;No;17;3;3;80;13;2;3;9;8;5;8
29;Non;Voyage_fréquemment;1413;Ventes;1;1;Medecine;312;2;Femme;42;3;3;Sales Executive;4;Marié;7918;6599;1;No;14;3;4;80;11;5;3;11;10;4;1
35;Non;Voyage_fréquemment;944;Ventes;1;3;Marketing;314;3;Femme;92;3;3;Sales Executive;3;célibataire;8789;9096;1;No;14;3;1;80;10;3;4;10;7;0;8
29;Oui;Voyage_rarement;896;R&D;18;1;Medecine;315;3;Homme;86;2;1;Research Scientist;4;célibataire;2389;14961;1;Yes;13;3;3;80;4;3;2;4;3;0;1
52;Non;Voyage_rarement;1323;R&D;2;3;Sciences;316;3;Femme;89;2;1;Laboratory Technician;4;célibataire;3212;3300;7;No;15;3;2;80;6;3;2;2;2;2;2
42;Non;Voyage_rarement;532;R&D;4;2;Diplome technique;319;3;Homme;58;3;5;Manager;4;Marié;19232;4933;1;No;11;3;4;80;22;3;3;22;17;11;15
59;Non;Voyage_rarement;818;RH;6;2;Medecine;321;2;Homme;52;3;1;Human Resources;3;Marié;2267;25657;8;No;17;3;4;80;7;2;2;2;2;2;2
50;Non;Voyage_rarement;854;Ventes;1;4;Medecine;323;4;Femme;68;3;5;Manager;4;Divorcé;19517;24118;3;No;11;3;3;80;32;3;2;7;0;0;6
33;Oui;Voyage_rarement;813;R&D;14;3;Medecine;325;3;Homme;58;3;1;Laboratory Technician;4;Marié;2436;22149;5;Yes;13;3;3;80;8;2;1;5;4;0;4
43;Non;Voyage_rarement;1034;Ventes;16;3;Marketing;327;4;Femme;80;3;4;Manager;4;Marié;16064;7744;5;Yes;22;4;3;80;22;3;3;17;13;1;9
33;Oui;Voyage_rarement;465;R&D;2;2;Sciences;328;1;Femme;39;3;1;Laboratory Technician;1;Marié;2707;21509;7;No;20;4;1;80;13;3;4;9;7;1;7
52;Non;Voyage-pas;771;Ventes;2;4;Sciences;329;1;Homme;79;2;5;Manager;3;célibataire;19068;21030;1;Yes;18;3;4;80;33;2;4;33;7;15;12
32;Non;Voyage_rarement;1401;Ventes;4;2;Sciences;330;3;Femme;56;3;1;Sales Representative;2;Marié;3931;20990;2;No;11;3;1;80;6;5;3;4;3;1;2
32;Oui;Voyage_rarement;515;R&D;1;3;Sciences;331;4;Homme;62;2;1;Laboratory Technician;3;célibataire;3730;9571;0;Yes;14;3;4;80;4;2;1;3;2;1;2
39;Non;Voyage_rarement;1431;R&D;1;4;Medecine;332;3;Femme;96;3;1;Laboratory Technician;3;Divorcé;2232;15417;7;No;14;3;3;80;7;1;3;3;2;1;2
32;Non;Voyage-pas;976;Ventes;26;4;Marketing;333;3;Homme;100;3;2;Sales Executive;4;Marié;4465;12069;0;No;18;3;1;80;4;2;3;3;2;2;2
41;Non;Voyage_rarement;1411;R&D;19;2;Sciences;334;3;Homme;36;3;2;Research Scientist;1;Divorcé;3072;19877;2;No;16;3;1;80;17;2;2;1;0;0;0
40;Non;Voyage_rarement;1300;R&D;24;2;Diplome technique;335;1;Homme;62;3;2;Research Scientist;4;Divorcé;3319;24447;1;No;17;3;1;80;9;3;3;9;8;4;7
45;Non;Voyage_rarement;252;R&D;1;3;Autres;336;3;Homme;70;4;5;Manager;4;Marié;19202;15970;0;No;11;3;3;80;25;2;3;24;0;1;7
31;Non;Voyage_fréquemment;1327;R&D;3;4;Medecine;337;2;Homme;73;3;3;Research Director;3;Divorcé;13675;13523;9;No;12;3;1;80;9;3;3;2;2;2;2
33;Non;Voyage_rarement;832;R&D;5;4;Sciences;338;3;Femme;63;2;1;Research Scientist;4;Marié;2911;14776;1;No;13;3;3;80;2;2;2;2;2;0;2
34;Non;Voyage_rarement;470;R&D;2;4;Sciences;339;4;Homme;84;2;2;Manufacturing Director;1;Marié;5957;23687;6;No;13;3;2;80;13;3;3;11;9;5;9
37;Non;Voyage_rarement;1017;R&D;1;2;Medecine;340;3;Femme;83;2;1;Research Scientist;1;Marié;3920;18697;2;No;14;3;1;80;17;2;2;3;1;0;2
45;Non;Voyage_fréquemment;1199;R&D;7;4;Sciences;341;1;Homme;77;4;2;Manufacturing Director;3;Marié;6434;5118;4;No;17;3;4;80;9;1;3;3;2;0;2
37;Oui;Voyage_fréquemment;504;R&D;10;3;Medecine;342;1;Homme;61;3;3;Manufacturing Director;3;Divorcé;10048;22573;6;No;11;3;2;80;17;5;3;1;0;0;0
39;Non;Voyage_fréquemment;505;R&D;2;4;Diplome technique;343;3;Femme;64;3;3;Healthcare Representative;3;célibataire;10938;6420;0;No;25;4;4;80;20;1;3;19;6;11;8
29;Non;Voyage_rarement;665;R&D;15;3;Sciences;346;3;Homme;60;3;1;Research Scientist;4;célibataire;2340;22673;1;No;19;3;1;80;6;1;3;6;5;1;5
42;Non;Voyage_rarement;916;R&D;17;2;Sciences;347;4;Femme;82;4;2;Research Scientist;1;célibataire;6545;23016;3;Yes;13;3;3;80;10;1;3;3;2;0;2
29;Non;Voyage_rarement;1247;Ventes;20;2;Marketing;349;4;Homme;45;3;2;Sales Executive;4;Divorcé;6931;10732;2;No;14;3;4;80;10;2;3;3;2;0;2
25;Non;Voyage_rarement;685;R&D;1;3;Sciences;350;1;Femme;62;3;2;Manufacturing Director;3;Marié;4898;7505;0;No;12;3;4;80;5;3;3;4;2;1;2
42;Non;Voyage_rarement;269;R&D;2;3;Medecine;351;4;Femme;56;2;1;Laboratory Technician;1;Divorcé;2593;8007;0;Yes;11;3;3;80;10;4;3;9;6;7;8
40;Non;Voyage_rarement;1416;R&D;2;2;Medecine;352;1;Homme;49;3;5;Research Director;3;Divorcé;19436;5949;0;No;19;3;4;80;22;5;3;21;7;3;9
51;Non;Voyage_rarement;833;R&D;1;3;Sciences;353;3;Homme;96;3;1;Research Scientist;4;Marié;2723;23231;1;No;11;3;2;80;1;0;2;1;0;0;0
31;Oui;Voyage_fréquemment;307;R&D;29;2;Medecine;355;3;Homme;71;2;1;Laboratory Technician;2;célibataire;3479;11652;0;No;11;3;2;80;6;2;4;5;4;1;4
32;Non;Voyage_fréquemment;1311;R&D;7;3;Sciences;359;2;Homme;100;4;1;Laboratory Technician;2;Marié;2794;26062;1;No;20;4;3;80;5;3;1;5;1;0;3
38;Non;Voyage-pas;1327;Ventes;2;2;Sciences;361;4;Homme;39;2;2;Sales Executive;4;Marié;5249;19682;3;No;18;3;4;80;13;0;3;8;7;7;5
32;Non;Voyage_rarement;128;R&D;2;1;Diplome technique;362;4;Homme;84;2;2;Laboratory Technician;1;célibataire;2176;19737;4;No;13;3;4;80;9;5;3;6;2;0;4
46;Non;Voyage_rarement;488;Ventes;2;3;Diplome technique;363;3;Femme;75;1;4;Manager;2;Marié;16872;14977;3;Yes;12;3;2;80;28;2;2;7;7;7;7
28;Oui;Voyage_rarement;529;R&D;2;4;Sciences;364;1;Homme;79;3;1;Laboratory Technician;3;célibataire;3485;14935;2;No;11;3;3;80;5;5;1;0;0;0;0
29;Non;Voyage_rarement;1210;Ventes;2;3;Medecine;366;1;Homme;78;2;2;Sales Executive;2;Marié;6644;3687;2;No;19;3;2;80;10;2;3;0;0;0;0
31;Non;Voyage_rarement;1463;R&D;23;3;Medecine;367;2;Homme;64;2;2;Healthcare Representative;4;Marié;5582;14408;0;No;21;4;2;80;10;2;3;9;0;7;8
25;Non;Voyage-pas;675;R&D;5;2;Sciences;369;2;Homme;85;4;2;Healthcare Representative;1;Divorcé;4000;18384;1;No;12;3;4;80;6;2;3;6;3;1;5
45;Non;Voyage_rarement;1385;R&D;20;2;Medecine;372;3;Homme;79;3;4;Healthcare Representative;4;Marié;13496;7501;0;Yes;14;3;2;80;21;2;3;20;7;4;10
36;Non;Voyage_rarement;1403;R&D;6;3;Sciences;373;4;Homme;47;3;1;Laboratory Technician;4;Marié;3210;20251;0;No;11;3;3;80;16;4;3;15;13;10;11
55;Non;Voyage_rarement;452;R&D;1;3;Medecine;374;4;Homme;81;3;5;Manager;1;célibataire;19045;18938;0;Yes;14;3;3;80;37;2;3;36;10;4;13
47;Oui;Voyage-pas;666;R&D;29;4;Sciences;376;1;Homme;88;3;3;Manager;2;Marié;11849;10268;1;Yes;12;3;4;80;10;2;2;10;7;9;9
28;Non;Voyage_rarement;1158;R&D;9;3;Medecine;377;4;Homme;94;3;1;Research Scientist;4;Marié;2070;2613;1;No;23;4;4;80;5;3;2;5;2;0;4
37;Non;Voyage_rarement;228;Ventes;6;4;Medecine;378;3;Homme;98;3;2;Sales Executive;4;Marié;6502;22825;4;No;14;3;2;80;7;5;4;5;4;0;1
21;Non;Voyage_rarement;996;R&D;3;2;Medecine;379;4;Homme;100;2;1;Research Scientist;3;célibataire;3230;10531;1;No;17;3;1;80;3;4;4;3;2;1;0
37;Non;Voyage-pas;728;R&D;1;4;Medecine;380;1;Femme;80;3;3;Research Director;4;Divorcé;13603;11677;2;Yes;18;3;1;80;15;2;3;5;2;0;2
35;Non;Voyage_rarement;1315;R&D;22;3;Sciences;381;2;Femme;71;4;3;Manager;2;Divorcé;11996;19100;7;No;18;3;2;80;10;6;2;7;7;6;2
38;Non;Voyage_rarement;322;Ventes;7;2;Medecine;382;1;Femme;44;4;2;Sales Executive;1;Divorcé;5605;19191;1;Yes;24;4;3;80;8;3;3;8;0;7;7
26;Non;Voyage_fréquemment;1479;R&D;1;3;Sciences;384;3;Femme;84;3;2;Manufacturing Director;2;Divorcé;6397;26767;1;No;20;4;1;80;6;6;1;6;5;1;4
50;Non;Voyage_rarement;797;R&D;4;1;Sciences;385;1;Homme;96;3;5;Research Director;2;Divorcé;19144;15815;3;No;14;3;1;80;28;4;2;10;4;1;6
53;Non;Voyage_rarement;1070;R&D;3;4;Medecine;386;3;Homme;45;3;4;Research Director;3;Marié;17584;21016;3;Yes;16;3;4;80;21;5;2;5;3;1;3
42;Non;Voyage_rarement;635;Ventes;1;1;Sciences;387;2;Homme;99;3;2;Sales Executive;3;Marié;4907;24532;1;No;25;4;3;80;20;3;3;20;16;11;6
29;Non;Voyage_fréquemment;442;Ventes;2;2;Sciences;388;2;Homme;44;3;2;Sales Executive;4;célibataire;4554;20260;1;No;18;3;1;80;10;3;2;10;7;0;9
55;Non;Voyage_rarement;147;R&D;20;2;Diplome technique;389;2;Homme;37;3;2;Laboratory Technician;4;Marié;5415;15972;3;Yes;19;3;4;80;12;4;3;10;7;0;8
26;Non;Voyage_fréquemment;496;R&D;11;2;Medecine;390;1;Homme;60;3;2;Healthcare Representative;1;Marié;4741;22722;1;Yes;13;3;3;80;5;3;3;5;3;3;3
37;Non;Voyage_rarement;1372;R&D;1;3;Sciences;391;4;Femme;42;3;1;Research Scientist;4;célibataire;2115;15881;1;No;12;3;2;80;17;3;3;17;12;5;7
44;Oui;Voyage_fréquemment;920;R&D;24;3;Sciences;392;4;Homme;43;3;1;Laboratory Technician;3;Divorcé;3161;19920;3;Yes;22;4;4;80;19;0;1;1;0;0;0
38;Non;Voyage_rarement;688;R&D;23;4;Sciences;393;4;Homme;82;3;2;Healthcare Representative;4;Divorcé;5745;18899;9;No;14;3;2;80;10;2;3;2;2;1;2
26;Oui;Voyage_rarement;1449;R&D;16;4;Medecine;394;1;Homme;45;3;1;Laboratory Technician;2;Divorcé;2373;14180;2;Yes;13;3;4;80;5;2;3;3;2;0;2
28;Non;Voyage_rarement;1117;R&D;8;2;Sciences;395;4;Femme;66;3;1;Research Scientist;4;célibataire;3310;4488;1;No;21;4;4;80;5;3;3;5;3;0;2
49;Non;Voyage_fréquemment;636;R&D;10;4;Sciences;396;3;Femme;35;3;5;Research Director;1;célibataire;18665;25594;9;Yes;11;3;4;80;22;4;3;3;2;1;2
36;Non;Voyage_rarement;506;R&D;3;3;Diplome technique;397;3;Homme;30;3;2;Research Scientist;2;célibataire;4485;26285;4;No;12;3;4;80;10;2;3;8;0;7;7
31;Non;Voyage_fréquemment;444;Ventes;5;3;Marketing;399;4;Femme;84;3;1;Sales Representative;2;Divorcé;2789;3909;1;No;11;3;3;80;2;5;2;2;2;2;2
26;Oui;Voyage_rarement;950;Ventes;4;4;Marketing;401;4;Homme;48;2;2;Sales Executive;4;célibataire;5828;8450;1;Yes;12;3;2;80;8;0;3;8;7;7;4
37;Non;Voyage_fréquemment;889;R&D;9;3;Medecine;403;2;Homme;53;3;1;Research Scientist;4;Marié;2326;11411;1;Yes;12;3;3;80;4;3;2;4;2;1;2
42;Non;Voyage_fréquemment;555;Ventes;26;3;Marketing;404;3;Femme;77;3;4;Sales Executive;2;Marié;13525;14864;5;No;14;3;4;80;23;2;4;20;4;4;8
18;Oui;Voyage_rarement;230;R&D;3;3;Sciences;405;3;Homme;54;3;1;Laboratory Technician;3;célibataire;1420;25233;1;No;13;3;3;80;0;2;3;0;0;0;0
35;Non;Voyage_rarement;1232;Ventes;16;3;Marketing;406;3;Homme;96;3;3;Sales Executive;2;Marié;8020;5100;0;No;15;3;3;80;12;3;2;11;9;6;9
